id_detail,departamentos,key_fecha,vaccine_header,doses_aplicadas
87,ATLANTICO,1,vop_1er_ref,20131
88,ATLANTICO,1,dpt_1er_ref,20497
89,ATLANTICO,1,vop_2do_ref,20083
90,ATLANTICO,1,dpt_5an_2do_ref,21028
91,ATLANTICO,1,srp_5anosref,20761
92,ATLANTICO,1,tdap_unica_dosis_en_cada_embarazo,12954
93,BARRANQUILLA,1,bcg_dosis_unica,22270
94,BARRANQUILLA,1,hb_d_unica,21851
95,BARRANQUILLA,1,antipolio_1ras_dosis,21771
96,BARRANQUILLA,1,vop_3_dosis,21238
97,BARRANQUILLA,1,penta_1ras_dosis,21840
98,BARRANQUILLA,1,penta_2das_dosis,21341
99,BARRANQUILLA,1,penta_3ras_dosis,21305
100,BARRANQUILLA,1,rotavirus_1ra_dosis,21570
101,BARRANQUILLA,1,rotavirus_2da_dosis,21068
102,BARRANQUILLA,1,flu_1ra_dosis,18632
103,BARRANQUILLA,1,flu_2da_dosis,12802
104,BARRANQUILLA,1,neumo_1ra_dosis,21952
105,BARRANQUILLA,1,neumo_2da_dosis,20979
106,BARRANQUILLA,1,srp_u_dosis,21552
107,BARRANQUILLA,1,varicela_u_dosis,20833
108,BARRANQUILLA,1,fa_u_dosis,16019
109,BARRANQUILLA,1,neumo_m12_ref,21166
110,BARRANQUILLA,1,vop_1er_ref,20293
111,BARRANQUILLA,1,dpt_1er_ref,20324
112,BARRANQUILLA,1,vop_2do_ref,19112
113,BARRANQUILLA,1,dpt_5an_2do_ref,19171
114,BARRANQUILLA,1,srp_5anosref,19158
115,BARRANQUILLA,1,tdap_unica_dosis_en_cada_embarazo,17536
116,BOGOTA D.C.,1,bcg_dosis_unica,112338
117,BOGOTA D.C.,1,hb_d_unica,112126
118,BOGOTA D.C.,1,antipolio_1ras_dosis,99815
119,BOGOTA D.C.,1,vop_3_dosis,100535
120,BOGOTA D.C.,1,penta_1ras_dosis,99870
121,BOGOTA D.C.,1,penta_2das_dosis,100891
122,BOGOTA D.C.,1,penta_3ras_dosis,100560
123,BOGOTA D.C.,1,rotavirus_1ra_dosis,98863
124,BOGOTA D.C.,1,rotavirus_2da_dosis,99995
125,BOGOTA D.C.,1,flu_1ra_dosis,84894
126,BOGOTA D.C.,1,flu_2da_dosis,60130
127,BOGOTA D.C.,1,neumo_1ra_dosis,100029
128,BOGOTA D.C.,1,neumo_2da_dosis,100161
129,BOGOTA D.C.,1,srp_u_dosis,100342
130,BOGOTA D.C.,1,varicela_u_dosis,99127
131,BOGOTA D.C.,1,fa_u_dosis,81932
132,BOGOTA D.C.,1,neumo_m12_ref,98761
133,BOGOTA D.C.,1,vop_1er_ref,91104
134,BOGOTA D.C.,1,dpt_1er_ref,91351
135,BOGOTA D.C.,1,vop_2do_ref,93218
136,BOGOTA D.C.,1,dpt_5an_2do_ref,90629
137,BOGOTA D.C.,1,srp_5anosref,92039
138,BOGOTA D.C.,1,tdap_unica_dosis_en_cada_embarazo,91905
139,BOLIVAR,1,bcg_dosis_unica,11559
140,BOLIVAR,1,hb_d_unica,10915
141,BOLIVAR,1,antipolio_1ras_dosis,17583
142,BOLIVAR,1,vop_3_dosis,18024
143,BOLIVAR,1,penta_1ras_dosis,17741
144,BOLIVAR,1,penta_2das_dosis,18040
145,BOLIVAR,1,penta_3ras_dosis,18078
146,BOLIVAR,1,rotavirus_1ra_dosis,17068
147,BOLIVAR,1,rotavirus_2da_dosis,17307
148,BOLIVAR,1,flu_1ra_dosis,15545
149,BOLIVAR,1,flu_2da_dosis,10382
150,BOLIVAR,1,neumo_1ra_dosis,17105
151,BOLIVAR,1,neumo_2da_dosis,17200
152,BOLIVAR,1,srp_u_dosis,18803
153,BOLIVAR,1,varicela_u_dosis,17860
154,BOLIVAR,1,fa_u_dosis,14041
155,BOLIVAR,1,neumo_m12_ref,18125
156,BOLIVAR,1,vop_1er_ref,18894
157,BOLIVAR,1,dpt_1er_ref,18970
158,BOLIVAR,1,vop_2do_ref,19305
159,BOLIVAR,1,dpt_5an_2do_ref,19314
160,BOLIVAR,1,srp_5anosref,19148
161,BOLIVAR,1,tdap_unica_dosis_en_cada_embarazo,13822
162,CARTAGENA,1,bcg_dosis_unica,19203
163,CARTAGENA,1,hb_d_unica,19034
164,CARTAGENA,1,antipolio_1ras_dosis,18169
165,CARTAGENA,1,vop_3_dosis,17234
166,CARTAGENA,1,penta_1ras_dosis,18189
167,CARTAGENA,1,penta_2das_dosis,17869
168,CARTAGENA,1,penta_3ras_dosis,17222
169,CARTAGENA,1,rotavirus_1ra_dosis,17656
170,CARTAGENA,1,rotavirus_2da_dosis,17533
171,CARTAGENA,1,flu_1ra_dosis,14309
172,CARTAGENA,1,flu_2da_dosis,11362
173,CARTAGENA,1,neumo_1ra_dosis,17343
174,CARTAGENA,1,neumo_2da_dosis,16745
175,CARTAGENA,1,srp_u_dosis,18020
176,CARTAGENA,1,varicela_u_dosis,17600
177,CARTAGENA,1,fa_u_dosis,13487
178,CARTAGENA,1,neumo_m12_ref,16160
179,CARTAGENA,1,vop_1er_ref,15702
180,CARTAGENA,1,dpt_1er_ref,15741
181,CARTAGENA,1,vop_2do_ref,15267
182,CARTAGENA,1,dpt_5an_2do_ref,15258
183,CARTAGENA,1,srp_5anosref,15479
184,CARTAGENA,1,tdap_unica_dosis_en_cada_embarazo,15013
185,BOYACA,1,bcg_dosis_unica,15612
186,BOYACA,1,hb_d_unica,15461
187,BOYACA,1,antipolio_1ras_dosis,15677
188,BOYACA,1,vop_3_dosis,15359
189,BOYACA,1,penta_1ras_dosis,15720
190,BOYACA,1,penta_2das_dosis,15354
191,BOYACA,1,penta_3ras_dosis,15370
192,BOYACA,1,rotavirus_1ra_dosis,15636
193,BOYACA,1,rotavirus_2da_dosis,15304
194,BOYACA,1,flu_1ra_dosis,14015
195,BOYACA,1,flu_2da_dosis,11921
196,BOYACA,1,neumo_1ra_dosis,15722
197,BOYACA,1,neumo_2da_dosis,15326
198,BOYACA,1,srp_u_dosis,15724
199,BOYACA,1,varicela_u_dosis,15596
200,BOYACA,1,fa_u_dosis,14089
201,BOYACA,1,neumo_m12_ref,15541
202,BOYACA,1,vop_1er_ref,15242
203,BOYACA,1,dpt_1er_ref,15257
204,BOYACA,1,vop_2do_ref,16846
205,BOYACA,1,dpt_5an_2do_ref,16833
206,BOYACA,1,srp_5anosref,16834
207,BOYACA,1,tdap_unica_dosis_en_cada_embarazo,13626
208,CALDAS,1,bcg_dosis_unica,9876
209,CALDAS,1,hb_d_unica,9726
210,CALDAS,1,antipolio_1ras_dosis,9719
211,CALDAS,1,vop_3_dosis,9794
212,CALDAS,1,penta_1ras_dosis,9733
213,CALDAS,1,penta_2das_dosis,9658
214,CALDAS,1,penta_3ras_dosis,9779
215,CALDAS,1,rotavirus_1ra_dosis,9583
216,CALDAS,1,rotavirus_2da_dosis,9577
217,CALDAS,1,flu_1ra_dosis,8513
218,CALDAS,1,flu_2da_dosis,6639
219,CALDAS,1,neumo_1ra_dosis,9646
220,CALDAS,1,neumo_2da_dosis,9686
221,CALDAS,1,srp_u_dosis,9863
222,CALDAS,1,varicela_u_dosis,9835
223,CALDAS,1,fa_u_dosis,8182
224,CALDAS,1,neumo_m12_ref,9738
225,CALDAS,1,vop_1er_ref,9935
226,CALDAS,1,dpt_1er_ref,9799
227,CALDAS,1,vop_2do_ref,10361
228,CALDAS,1,dpt_5an_2do_ref,10296
229,CALDAS,1,srp_5anosref,10240
230,CALDAS,1,tdap_unica_dosis_en_cada_embarazo,8611
231,CAQUETA,1,bcg_dosis_unica,7261
232,CAQUETA,1,hb_d_unica,7004
233,CAQUETA,1,antipolio_1ras_dosis,7153
234,CAQUETA,1,vop_3_dosis,6679
235,CAQUETA,1,penta_1ras_dosis,7155
236,CAQUETA,1,penta_2das_dosis,6986
237,CAQUETA,1,penta_3ras_dosis,6679
238,CAQUETA,1,rotavirus_1ra_dosis,6625
239,CAQUETA,1,rotavirus_2da_dosis,6628
240,CAQUETA,1,flu_1ra_dosis,6369
241,CAQUETA,1,flu_2da_dosis,4670
242,CAQUETA,1,neumo_1ra_dosis,7160
243,CAQUETA,1,neumo_2da_dosis,6982
244,CAQUETA,1,srp_u_dosis,7257
245,CAQUETA,1,varicela_u_dosis,7201
246,CAQUETA,1,fa_u_dosis,7609
247,CAQUETA,1,neumo_m12_ref,7114
248,CAQUETA,1,vop_1er_ref,6255
249,CAQUETA,1,dpt_1er_ref,6255
250,CAQUETA,1,vop_2do_ref,6997
251,CAQUETA,1,dpt_5an_2do_ref,6996
252,CAQUETA,1,srp_5anosref,7005
253,CAQUETA,1,tdap_unica_dosis_en_cada_embarazo,5884
254,CASANARE,1,bcg_dosis_unica,6420
255,CASANARE,1,hb_d_unica,6278
256,CASANARE,1,antipolio_1ras_dosis,6836
257,CASANARE,1,vop_3_dosis,6917
258,CASANARE,1,penta_1ras_dosis,6836
259,CASANARE,1,penta_2das_dosis,6885
260,CASANARE,1,penta_3ras_dosis,6928
261,CASANARE,1,rotavirus_1ra_dosis,6758
262,CASANARE,1,rotavirus_2da_dosis,6820
263,CASANARE,1,flu_1ra_dosis,6228
264,CASANARE,1,flu_2da_dosis,4470
265,CASANARE,1,neumo_1ra_dosis,6848
266,CASANARE,1,neumo_2da_dosis,6888
267,CASANARE,1,srp_u_dosis,7149
268,CASANARE,1,varicela_u_dosis,7111
269,CASANARE,1,fa_u_dosis,7242
270,CASANARE,1,neumo_m12_ref,7137
271,CASANARE,1,vop_1er_ref,7163
272,CASANARE,1,dpt_1er_ref,7163
273,CASANARE,1,vop_2do_ref,7112
274,CASANARE,1,dpt_5an_2do_ref,7108
275,CASANARE,1,srp_5anosref,7115
276,CASANARE,1,tdap_unica_dosis_en_cada_embarazo,5345
277,CAUCA,1,bcg_dosis_unica,17198
278,CAUCA,1,hb_d_unica,16671
279,CAUCA,1,antipolio_1ras_dosis,20784
280,CAUCA,1,vop_3_dosis,20612
281,CAUCA,1,penta_1ras_dosis,20821
282,CAUCA,1,penta_2das_dosis,20735
283,CAUCA,1,penta_3ras_dosis,20581
284,CAUCA,1,rotavirus_1ra_dosis,20184
285,CAUCA,1,rotavirus_2da_dosis,20205
286,CAUCA,1,flu_1ra_dosis,18715
287,CAUCA,1,flu_2da_dosis,13471
288,CAUCA,1,neumo_1ra_dosis,20478
289,CAUCA,1,neumo_2da_dosis,20026
290,CAUCA,1,srp_u_dosis,21112
291,CAUCA,1,varicela_u_dosis,20824
292,CAUCA,1,fa_u_dosis,17864
293,CAUCA,1,neumo_m12_ref,20381
294,CAUCA,1,vop_1er_ref,19067
295,CAUCA,1,dpt_1er_ref,19073
296,CAUCA,1,vop_2do_ref,20942
297,CAUCA,1,dpt_5an_2do_ref,20795
298,CAUCA,1,srp_5anosref,20820
299,CAUCA,1,tdap_unica_dosis_en_cada_embarazo,15285
300,CESAR,1,bcg_dosis_unica,20554
301,CESAR,1,hb_d_unica,20021
302,CESAR,1,antipolio_1ras_dosis,22284
303,CESAR,1,vop_3_dosis,21321
304,CESAR,1,penta_1ras_dosis,22312
305,CESAR,1,penta_2das_dosis,22013
306,CESAR,1,penta_3ras_dosis,21335
307,CESAR,1,rotavirus_1ra_dosis,21522
308,CESAR,1,rotavirus_2da_dosis,21374
309,CESAR,1,flu_1ra_dosis,19157
310,CESAR,1,flu_2da_dosis,14164
311,CESAR,1,neumo_1ra_dosis,22447
312,CESAR,1,neumo_2da_dosis,21914
313,CESAR,1,srp_u_dosis,22202
314,CESAR,1,varicela_u_dosis,21438
315,CESAR,1,fa_u_dosis,17560
316,CESAR,1,neumo_m12_ref,21924
317,CESAR,1,vop_1er_ref,21443
318,CESAR,1,dpt_1er_ref,21445
319,CESAR,1,vop_2do_ref,22120
320,CESAR,1,dpt_5an_2do_ref,22177
321,CESAR,1,srp_5anosref,21997
322,CESAR,1,tdap_unica_dosis_en_cada_embarazo,18777
323,CHOCO,1,bcg_dosis_unica,9145
324,CHOCO,1,hb_d_unica,6782
325,CHOCO,1,antipolio_1ras_dosis,10338
326,CHOCO,1,vop_3_dosis,8981
327,CHOCO,1,penta_1ras_dosis,10365
328,CHOCO,1,penta_2das_dosis,9757
329,CHOCO,1,penta_3ras_dosis,8981
330,CHOCO,1,rotavirus_1ra_dosis,8111
331,CHOCO,1,rotavirus_2da_dosis,8148
332,CHOCO,1,flu_1ra_dosis,8545
333,CHOCO,1,flu_2da_dosis,5264
334,CHOCO,1,neumo_1ra_dosis,10254
335,CHOCO,1,neumo_2da_dosis,9636
336,CHOCO,1,srp_u_dosis,10994
337,CHOCO,1,varicela_u_dosis,10725
338,CHOCO,1,fa_u_dosis,10229
339,CHOCO,1,neumo_m12_ref,10346
340,CHOCO,1,vop_1er_ref,7240
341,CHOCO,1,dpt_1er_ref,7218
342,CHOCO,1,vop_2do_ref,9010
343,CHOCO,1,dpt_5an_2do_ref,9010
344,CHOCO,1,srp_5anosref,9028
345,CHOCO,1,tdap_unica_dosis_en_cada_embarazo,6376
346,CORDOBA,1,bcg_dosis_unica,23898
347,CORDOBA,1,hb_d_unica,23565
348,CORDOBA,1,antipolio_1ras_dosis,28571
349,CORDOBA,1,vop_3_dosis,29312
350,CORDOBA,1,penta_1ras_dosis,28598
351,CORDOBA,1,penta_2das_dosis,28624
352,CORDOBA,1,penta_3ras_dosis,29319
353,CORDOBA,1,rotavirus_1ra_dosis,27920
354,CORDOBA,1,rotavirus_2da_dosis,28068
355,CORDOBA,1,flu_1ra_dosis,24953
356,CORDOBA,1,flu_2da_dosis,16550
357,CORDOBA,1,neumo_1ra_dosis,27894
358,CORDOBA,1,neumo_2da_dosis,27781
359,CORDOBA,1,srp_u_dosis,28719
360,CORDOBA,1,varicela_u_dosis,28089
361,CORDOBA,1,fa_u_dosis,23385
362,CORDOBA,1,neumo_m12_ref,27489
363,CORDOBA,1,vop_1er_ref,27060
364,CORDOBA,1,dpt_1er_ref,27005
365,CORDOBA,1,vop_2do_ref,29221
366,CORDOBA,1,dpt_5an_2do_ref,29134
367,CORDOBA,1,srp_5anosref,29089
368,CORDOBA,1,tdap_unica_dosis_en_cada_embarazo,22180
369,CUNDINAMARCA,1,bcg_dosis_unica,18528
370,CUNDINAMARCA,1,hb_d_unica,18396
371,CUNDINAMARCA,1,antipolio_1ras_dosis,31565
372,CUNDINAMARCA,1,vop_3_dosis,32219
373,CUNDINAMARCA,1,penta_1ras_dosis,31616
374,CUNDINAMARCA,1,penta_2das_dosis,32132
375,CUNDINAMARCA,1,penta_3ras_dosis,32259
376,CUNDINAMARCA,1,rotavirus_1ra_dosis,31325
377,CUNDINAMARCA,1,rotavirus_2da_dosis,31911
378,CUNDINAMARCA,1,flu_1ra_dosis,26665
379,CUNDINAMARCA,1,flu_2da_dosis,18229
380,CUNDINAMARCA,1,neumo_1ra_dosis,31468
381,CUNDINAMARCA,1,neumo_2da_dosis,32012
382,CUNDINAMARCA,1,srp_u_dosis,32740
383,CUNDINAMARCA,1,varicela_u_dosis,32366
384,CUNDINAMARCA,1,fa_u_dosis,27313
385,CUNDINAMARCA,1,neumo_m12_ref,32469
386,CUNDINAMARCA,1,vop_1er_ref,32011
387,CUNDINAMARCA,1,dpt_1er_ref,32009
388,CUNDINAMARCA,1,vop_2do_ref,32926
389,CUNDINAMARCA,1,dpt_5an_2do_ref,32896
390,CUNDINAMARCA,1,srp_5anosref,32655
391,CUNDINAMARCA,1,tdap_unica_dosis_en_cada_embarazo,24111
392,GUAINIA,1,bcg_dosis_unica,960
393,GUAINIA,1,hb_d_unica,776
394,GUAINIA,1,antipolio_1ras_dosis,942
395,GUAINIA,1,vop_3_dosis,718
396,GUAINIA,1,penta_1ras_dosis,940
397,GUAINIA,1,penta_2das_dosis,824
398,GUAINIA,1,penta_3ras_dosis,712
399,GUAINIA,1,rotavirus_1ra_dosis,748
400,GUAINIA,1,rotavirus_2da_dosis,652
401,GUAINIA,1,flu_1ra_dosis,409
402,GUAINIA,1,flu_2da_dosis,292
403,GUAINIA,1,neumo_1ra_dosis,951
404,GUAINIA,1,neumo_2da_dosis,811
405,GUAINIA,1,srp_u_dosis,866
406,GUAINIA,1,varicela_u_dosis,836
407,GUAINIA,1,fa_u_dosis,933
408,GUAINIA,1,neumo_m12_ref,821
409,GUAINIA,1,vop_1er_ref,533
410,GUAINIA,1,dpt_1er_ref,533
411,GUAINIA,1,vop_2do_ref,816
412,GUAINIA,1,dpt_5an_2do_ref,820
413,GUAINIA,1,srp_5anosref,834
414,GUAINIA,1,tdap_unica_dosis_en_cada_embarazo,501
415,GUAVIARE,1,bcg_dosis_unica,1215
416,GUAVIARE,1,hb_d_unica,1181
417,GUAVIARE,1,antipolio_1ras_dosis,1233
418,GUAVIARE,1,vop_3_dosis,1213
419,GUAVIARE,1,penta_1ras_dosis,1233
420,GUAVIARE,1,penta_2das_dosis,1263
421,GUAVIARE,1,penta_3ras_dosis,1214
422,GUAVIARE,1,rotavirus_1ra_dosis,1182
423,GUAVIARE,1,rotavirus_2da_dosis,1225
424,GUAVIARE,1,flu_1ra_dosis,697
425,GUAVIARE,1,flu_2da_dosis,520
426,GUAVIARE,1,neumo_1ra_dosis,1237
427,GUAVIARE,1,neumo_2da_dosis,1269
428,GUAVIARE,1,srp_u_dosis,1319
429,GUAVIARE,1,varicela_u_dosis,1300
430,GUAVIARE,1,fa_u_dosis,1683
431,GUAVIARE,1,neumo_m12_ref,1318
432,GUAVIARE,1,vop_1er_ref,1227
433,GUAVIARE,1,dpt_1er_ref,1227
434,GUAVIARE,1,vop_2do_ref,1479
435,GUAVIARE,1,dpt_5an_2do_ref,1479
436,GUAVIARE,1,srp_5anosref,1481
437,GUAVIARE,1,tdap_unica_dosis_en_cada_embarazo,1004
438,HUILA,1,bcg_dosis_unica,19950
439,HUILA,1,hb_d_unica,19905
440,HUILA,1,antipolio_1ras_dosis,19374
441,HUILA,1,vop_3_dosis,18940
442,HUILA,1,penta_1ras_dosis,19432
443,HUILA,1,penta_2das_dosis,19192
444,HUILA,1,penta_3ras_dosis,18933
445,HUILA,1,rotavirus_1ra_dosis,19199
446,HUILA,1,rotavirus_2da_dosis,19015
447,HUILA,1,flu_1ra_dosis,15960
448,HUILA,1,flu_2da_dosis,11921
449,HUILA,1,neumo_1ra_dosis,19427
450,HUILA,1,neumo_2da_dosis,19187
451,HUILA,1,srp_u_dosis,19174
452,HUILA,1,varicela_u_dosis,18817
453,HUILA,1,fa_u_dosis,16513
454,HUILA,1,neumo_m12_ref,19081
455,HUILA,1,vop_1er_ref,18290
456,HUILA,1,dpt_1er_ref,18287
457,HUILA,1,vop_2do_ref,18909
458,HUILA,1,dpt_5an_2do_ref,18899
459,HUILA,1,srp_5anosref,18914
460,HUILA,1,tdap_unica_dosis_en_cada_embarazo,16957
461,LA GUAJIRA,1,bcg_dosis_unica,18344
462,LA GUAJIRA,1,hb_d_unica,16498
463,LA GUAJIRA,1,antipolio_1ras_dosis,19252
464,LA GUAJIRA,1,vop_3_dosis,16827
465,LA GUAJIRA,1,penta_1ras_dosis,19322
466,LA GUAJIRA,1,penta_2das_dosis,17577
467,LA GUAJIRA,1,penta_3ras_dosis,16830
468,LA GUAJIRA,1,rotavirus_1ra_dosis,16601
469,LA GUAJIRA,1,rotavirus_2da_dosis,15802
470,LA GUAJIRA,1,flu_1ra_dosis,14935
471,LA GUAJIRA,1,flu_2da_dosis,9322
472,LA GUAJIRA,1,neumo_1ra_dosis,18364
473,LA GUAJIRA,1,neumo_2da_dosis,16448
474,LA GUAJIRA,1,srp_u_dosis,18825
475,LA GUAJIRA,1,varicela_u_dosis,18589
476,LA GUAJIRA,1,fa_u_dosis,11865
477,LA GUAJIRA,1,neumo_m12_ref,17216
478,LA GUAJIRA,1,vop_1er_ref,14016
479,LA GUAJIRA,1,dpt_1er_ref,14004
480,LA GUAJIRA,1,vop_2do_ref,16384
481,LA GUAJIRA,1,dpt_5an_2do_ref,16379
482,LA GUAJIRA,1,srp_5anosref,16367
483,LA GUAJIRA,1,tdap_unica_dosis_en_cada_embarazo,12975
484,MAGDALENA,1,bcg_dosis_unica,13323
485,MAGDALENA,1,hb_d_unica,13076
486,MAGDALENA,1,antipolio_1ras_dosis,16325
487,MAGDALENA,1,vop_3_dosis,16259
488,MAGDALENA,1,penta_1ras_dosis,16327
489,MAGDALENA,1,penta_2das_dosis,16408
490,MAGDALENA,1,penta_3ras_dosis,16288
491,MAGDALENA,1,rotavirus_1ra_dosis,15876
492,MAGDALENA,1,rotavirus_2da_dosis,16135
493,MAGDALENA,1,flu_1ra_dosis,12201
494,MAGDALENA,1,flu_2da_dosis,8473
495,MAGDALENA,1,neumo_1ra_dosis,16353
496,MAGDALENA,1,neumo_2da_dosis,16408
497,MAGDALENA,1,srp_u_dosis,17109
498,MAGDALENA,1,varicela_u_dosis,16799
499,MAGDALENA,1,fa_u_dosis,14574
500,MAGDALENA,1,neumo_m12_ref,17010
501,MAGDALENA,1,vop_1er_ref,16884
502,MAGDALENA,1,dpt_1er_ref,16891
503,MAGDALENA,1,vop_2do_ref,17398
504,MAGDALENA,1,dpt_5an_2do_ref,17402
505,MAGDALENA,1,srp_5anosref,17458
506,MAGDALENA,1,tdap_unica_dosis_en_cada_embarazo,12245
507,SANTA MARTA,1,bcg_dosis_unica,9296
508,SANTA MARTA,1,hb_d_unica,9224
509,SANTA MARTA,1,antipolio_1ras_dosis,8676
510,SANTA MARTA,1,vop_3_dosis,7895
511,SANTA MARTA,1,penta_1ras_dosis,8685
512,SANTA MARTA,1,penta_2das_dosis,8362
513,SANTA MARTA,1,penta_3ras_dosis,7902
514,SANTA MARTA,1,rotavirus_1ra_dosis,8201
515,SANTA MARTA,1,rotavirus_2da_dosis,8019
516,SANTA MARTA,1,flu_1ra_dosis,7418
517,SANTA MARTA,1,flu_2da_dosis,4951
518,SANTA MARTA,1,neumo_1ra_dosis,8579
519,SANTA MARTA,1,neumo_2da_dosis,8237
520,SANTA MARTA,1,srp_u_dosis,8413
521,SANTA MARTA,1,varicela_u_dosis,8027
522,SANTA MARTA,1,fa_u_dosis,5599
523,SANTA MARTA,1,neumo_m12_ref,8037
524,SANTA MARTA,1,vop_1er_ref,7541
525,SANTA MARTA,1,dpt_1er_ref,7546
526,SANTA MARTA,1,vop_2do_ref,7322
527,SANTA MARTA,1,dpt_5an_2do_ref,7317
528,SANTA MARTA,1,srp_5anosref,7334
529,SANTA MARTA,1,tdap_unica_dosis_en_cada_embarazo,6628
530,META,1,bcg_dosis_unica,15762
531,META,1,hb_d_unica,15328
532,META,1,antipolio_1ras_dosis,15458
533,META,1,vop_3_dosis,14953
534,META,1,penta_1ras_dosis,15483
535,META,1,penta_2das_dosis,15263
536,META,1,penta_3ras_dosis,14910
537,META,1,rotavirus_1ra_dosis,14833
538,META,1,rotavirus_2da_dosis,14803
539,META,1,flu_1ra_dosis,10773
540,META,1,flu_2da_dosis,8137
541,META,1,neumo_1ra_dosis,14815
542,META,1,neumo_2da_dosis,14238
543,META,1,srp_u_dosis,15788
544,META,1,varicela_u_dosis,15360
545,META,1,fa_u_dosis,19030
546,META,1,neumo_m12_ref,13824
547,META,1,vop_1er_ref,14458
548,META,1,dpt_1er_ref,14479
549,META,1,vop_2do_ref,14241
